text,label,metadata
"Cotreatment with << U0126 >> and YC-1 synergistically increases apoptosis in colorectal cancer cells and recapitulates the effects of sulindac treatment on ERK1/2, [[ JNK ]], and beta-catenin.",ACTIVATOR,[]
"Cotreatment with U0126 and << YC-1 >> synergistically increases apoptosis in colorectal cancer cells and recapitulates the effects of sulindac treatment on ERK1/2, [[ JNK ]], and beta-catenin.",ACTIVATOR,[]
"Cotreatment with U0126 and YC-1 synergistically increases apoptosis in colorectal cancer cells and recapitulates the effects of << sulindac >> treatment on ERK1/2, [[ JNK ]], and beta-catenin.",ACTIVATOR,[]
"Cotreatment with << U0126 >> and YC-1 synergistically increases apoptosis in colorectal cancer cells and recapitulates the effects of sulindac treatment on ERK1/2, JNK, and [[ beta-catenin ]].",INDIRECT-DOWNREGULATOR,[]
"Cotreatment with U0126 and << YC-1 >> synergistically increases apoptosis in colorectal cancer cells and recapitulates the effects of sulindac treatment on ERK1/2, JNK, and [[ beta-catenin ]].",INDIRECT-DOWNREGULATOR,[]
"Cotreatment with U0126 and YC-1 synergistically increases apoptosis in colorectal cancer cells and recapitulates the effects of << sulindac >> treatment on ERK1/2, JNK, and [[ beta-catenin ]].",INDIRECT-DOWNREGULATOR,[]
Synthesis and antagonistic activity at << muscarinic receptor >> subtypes of some 2-carbonyl derivatives of [[ diphenidol ]].,ANTAGONIST,[]
Synthesis and antagonistic activity at << muscarinic receptor >> subtypes of some [[ 2-carbonyl ]] derivatives of diphenidol.,ANTAGONIST,[]
"A series of 2-carbonyl analogues of the muscarinic antagonist << diphenidol >> bearing 1-substituents of different lipophilic, electronic, and steric properties was synthesized and their affinity for the [[ M2 and M3 muscarinic receptor ]] subtypes was evaluated by functional tests.",ANTAGONIST,[]
This work showed that appropriate structural modification of << diphenidol >> can lead to [[ M2 ]]-selective muscarinic antagonists of possible interest in the field of Alzheimer's disease.,ANTAGONIST,[]
Activation of an apoptotic signal transduction pathway involved in the upregulation of << calpain >> and apoptosis-inducing factor in [[ aldosterone ]]-induced primary cultured cardiomyocytes.,INDIRECT-UPREGULATOR,[]
Activation of an apoptotic signal transduction pathway involved in the upregulation of calpain and << apoptosis-inducing factor >> in [[ aldosterone ]]-induced primary cultured cardiomyocytes.,INDIRECT-UPREGULATOR,[]
"In this study, aldosterone (<< ALD >>)-induced apoptosis of cardiomyocyte was evaluated based on the previous studies, and the roles of [[ calpain ]] signaling were clarified.",INDIRECT-UPREGULATOR,[]
"In this study, << aldosterone >> (ALD)-induced apoptosis of cardiomyocyte was evaluated based on the previous studies, and the roles of [[ calpain ]] signaling were clarified.",INDIRECT-UPREGULATOR,[]
<< ALD >> increased calpain expression and [[ caspase-3 ]] activity and promoted Bid cleavage.,ACTIVATOR,[]
<< ALD >> increased [[ calpain ]] expression and caspase-3 activity and promoted Bid cleavage.,INDIRECT-UPREGULATOR,[]
"The upregulation of calpain, tBid and << caspase-3 >> activity were further inhibited by treatment with EGTA in the presence of [[ ALD ]].",ACTIVATOR,[]
"The upregulation of << calpain >>, tBid and caspase-3 activity were further inhibited by treatment with EGTA in the presence of [[ ALD ]].",INDIRECT-UPREGULATOR,[]
"The upregulation of calpain, << tBid >> and caspase-3 activity were further inhibited by treatment with EGTA in the presence of [[ ALD ]].",INDIRECT-UPREGULATOR,[]
"The upregulation of << calpain >>, tBid and caspase-3 activity were further inhibited by treatment with [[ EGTA ]] in the presence of ALD.",INDIRECT-DOWNREGULATOR,[]
"The upregulation of calpain, << tBid >> and caspase-3 activity were further inhibited by treatment with [[ EGTA ]] in the presence of ALD.",INDIRECT-DOWNREGULATOR,[]
"The upregulation of calpain, tBid and << caspase-3 >> activity were further inhibited by treatment with [[ EGTA ]] in the presence of ALD.",INHIBITOR,[]
"Additionally, << AIF >> levels in the cytosol decreased due to [[ EGTA ]] but not due to calpeptin.",INDIRECT-DOWNREGULATOR,[]
"Furthermore, treatment with spironoclactone not only attenuated the pro-apoptotic effect of ALD but reversed the << ALD >>-induced increase of [[ calpain ]] and AIF levels.",INDIRECT-UPREGULATOR,[]
"Furthermore, treatment with spironoclactone not only attenuated the pro-apoptotic effect of ALD but reversed the << ALD >>-induced increase of calpain and [[ AIF ]] levels.",INDIRECT-UPREGULATOR,[]
"Furthermore, treatment with << spironoclactone >> not only attenuated the pro-apoptotic effect of ALD but reversed the ALD-induced increase of [[ calpain ]] and AIF levels.",INDIRECT-DOWNREGULATOR,[]
"Furthermore, treatment with << spironoclactone >> not only attenuated the pro-apoptotic effect of ALD but reversed the ALD-induced increase of calpain and [[ AIF ]] levels.",INDIRECT-DOWNREGULATOR,[]
<< Loperamide >> is a peripheral opiate agonist able to inhibit [[ ACTH ]] secretion.,INDIRECT-DOWNREGULATOR,[]
In all patients << loperamide >> induced a significant fall in plasma [[ ACTH ]] levels.,INDIRECT-DOWNREGULATOR,[]
"CRH caused a rise in plasma ACTH after both loperamide (from 30 +/- 16.6 to a peak of 108 +/- 31 pmol/l) and placebo (from 98.5 +/- 47 to 211 +/- 61.7 pmol/l): the interaction between treatments and time was significant, and the first phase of << CRH >>-induced ACTH secretion was significantly lower after [[ loperamide ]].",DOWNREGULATOR,[]
"CRH caused a rise in plasma ACTH after both loperamide (from 30 +/- 16.6 to a peak of 108 +/- 31 pmol/l) and placebo (from 98.5 +/- 47 to 211 +/- 61.7 pmol/l): the interaction between treatments and time was significant, and the first phase of CRH-induced << ACTH >> secretion was significantly lower after [[ loperamide ]].",INDIRECT-DOWNREGULATOR,[]
<< CCl(4) >> intoxication caused hepatic necrosis and increased serum [[ ALT ]] activity.,ACTIVATOR,[]
"<< CCl(4) >> administration triggered inflammatory response in mice livers by activating [[ nuclear factor-kappaB ]] (NF-κB), which coincided with the induction of tumor necrosis factor-alpha (TNF-α) and cyclooxygenase-2 (COX-2).",ACTIVATOR,[]
"<< CCl(4) >> administration triggered inflammatory response in mice livers by activating nuclear factor-kappaB ([[ NF-κB ]]), which coincided with the induction of tumor necrosis factor-alpha (TNF-α) and cyclooxygenase-2 (COX-2).",ACTIVATOR,[]
"<< CCl(4) >> administration triggered inflammatory response in mice livers by activating nuclear factor-kappaB (NF-κB), which coincided with the induction of [[ tumor necrosis factor-alpha ]] (TNF-α) and cyclooxygenase-2 (COX-2).",ACTIVATOR,[]
"<< CCl(4) >> administration triggered inflammatory response in mice livers by activating nuclear factor-kappaB (NF-κB), which coincided with the induction of tumor necrosis factor-alpha ([[ TNF-α ]]) and cyclooxygenase-2 (COX-2).",ACTIVATOR,[]
"<< CCl(4) >> administration triggered inflammatory response in mice livers by activating nuclear factor-kappaB (NF-κB), which coincided with the induction of tumor necrosis factor-alpha (TNF-α) and [[ cyclooxygenase-2 ]] (COX-2).",ACTIVATOR,[]
"<< CCl(4) >> administration triggered inflammatory response in mice livers by activating nuclear factor-kappaB (NF-κB), which coincided with the induction of tumor necrosis factor-alpha (TNF-α) and cyclooxygenase-2 ([[ COX-2 ]]).",ACTIVATOR,[]
"Furthermore, RA significantly inhibited the << CCl(4) >>-induced apoptosis, which was evident from decreased cleavage of [[ caspase-3 ]].",INDIRECT-DOWNREGULATOR,[]
"Pre-clinical pharmacology of << zolmitriptan >> (Zomig; formerly 311C90), a centrally and peripherally acting [[ 5HT1B/1D ]] agonist for migraine.",AGONIST,[]
"Pre-clinical pharmacology of zolmitriptan (<< Zomig >>; formerly 311C90), a centrally and peripherally acting [[ 5HT1B/1D ]] agonist for migraine.",AGONIST,[]
"Pre-clinical pharmacology of zolmitriptan (Zomig; formerly << 311C90 >>), a centrally and peripherally acting [[ 5HT1B/1D ]] agonist for migraine.",AGONIST,[]
Zolmitriptan (Zomig; formerly << 311C90 >>) is a novel [[ 5-hydroxytryptamine (5HT)1B/1D ]] receptor agonist with proven efficacy in the acute treatment of migraine with or without preceding aura.,AGONIST,[]
<< Zolmitriptan >> (Zomig; formerly 311C90) is a novel [[ 5-hydroxytryptamine (5HT)1B/1D ]] receptor agonist with proven efficacy in the acute treatment of migraine with or without preceding aura.,AGONIST,[]
Zolmitriptan (<< Zomig >>; formerly 311C90) is a novel [[ 5-hydroxytryptamine (5HT)1B/1D ]] receptor agonist with proven efficacy in the acute treatment of migraine with or without preceding aura.,AGONIST,[]
"These actions are consistent with a pre-junctional inhibition of neuropeptide release from perivascular afferents of the trigeminal nerve, as confirmed by independent studies showing that << zolmitriptan >> blocks elevations of [[ calcitonin-gene-related peptide ]] in jugular venous blood during electrical stimulation of the trigeminal ganglion.",INDIRECT-DOWNREGULATOR,[]
It has been reported that oligomeric << procyanidins >> of lotus seedpod (LSOPC) is effective in the alleviation of Alzheimer's disease and diabetes through its antioxidant and [[ insulin ]]-potentiating activities.,UPREGULATOR,[]
"They all expressed ASS, but not ornithine transcarbamylase (OTC), the enzyme that converts ornithine, the product of degradation of arginine with << rhArg >>, to [[ citrulline ]], which is converted back to arginine via ASS.",PRODUCT-OF,[]
"They all expressed ASS, but not << ornithine transcarbamylase >> (OTC), the enzyme that converts [[ ornithine ]], the product of degradation of arginine with rhArg, to citrulline, which is converted back to arginine via ASS.",SUBSTRATE,[]
"They all expressed ASS, but not ornithine transcarbamylase (<< OTC >>), the enzyme that converts [[ ornithine ]], the product of degradation of arginine with rhArg, to citrulline, which is converted back to arginine via ASS.",SUBSTRATE,[]
"They all expressed ASS, but not ornithine transcarbamylase (OTC), the enzyme that converts ornithine, the product of degradation of << arginine >> with [[ rhArg ]], to citrulline, which is converted back to arginine via ASS.",SUBSTRATE,[]
"They all expressed ASS, but not ornithine transcarbamylase (OTC), the enzyme that converts ornithine, the product of degradation of arginine with rhArg, to citrulline, which is converted back to << arginine >> via [[ ASS ]].",SUBSTRATE,[]
This surprising correlation between the lack of OTC expression and sensitivity of ASS-positive HCC cells shows that OTC-deficient HCCs are sensitive to << rhArg >>-mediated [[ arginine ]] depletion.,SUBSTRATE,[]
"Therefore, pretreatment tumor gene expression profiling of ASS and OTC could aid in predicting tumor response to << arginine >> depletion with [[ arginine-depleting enzymes ]].",SUBSTRATE,[]
"To establish the relative importance of these subtypes, we compared the effects of sumatriptan with those of a selective << 5-HT1F >> receptor agonist ([[ LY 344864 ]]) on c-fos protein expression in the trigeminal nucleus caudalis.",AGONIST,[]
<< c-fos >> expression was induced in urethane-anaesthetized rats by intracisternal [[ capsaicin ]] administration.,INDIRECT-UPREGULATOR,[]
Sumatriptan and LY 344864 decreased the number of << capsaicin >>-induced [[ c-fos ]]-like immunoreactive cells within trigeminal nucleus caudalis (ID50 = 0.04 and 0.6 mg kg(-1)).,INDIRECT-UPREGULATOR,[]
<< Sumatriptan >> and LY 344864 decreased the number of capsaicin-induced [[ c-fos ]]-like immunoreactive cells within trigeminal nucleus caudalis (ID50 = 0.04 and 0.6 mg kg(-1)).,INDIRECT-DOWNREGULATOR,[]
Sumatriptan and << LY 344864 >> decreased the number of capsaicin-induced [[ c-fos ]]-like immunoreactive cells within trigeminal nucleus caudalis (ID50 = 0.04 and 0.6 mg kg(-1)).,INDIRECT-DOWNREGULATOR,[]
"The effect of sumatriptan, but not of LY 344864, was prevented by pretreatment with the antagonist << SDZ 21-009 >>, which displays high affinity for [[ rat 5-HT1B ]] receptors.",ANTAGONIST,[]
"The involvement of << EP1 >> and EP2 receptors is indicated by studies with the EP1 selective agonist [[ 17-phenyl trinor PGE2 ]], and the EP2 selective agonist butaprost (which stimulate), as well as by studies with the antagonists SC-51089 (EP1 specific) and AH 6809 (EP1 and EP2 specific).",AGONIST,[]
"The involvement of EP1 and EP2 receptors is indicated by studies with the << EP1 >> selective agonist [[ 17-phenyl trinor PGE2 ]], and the EP2 selective agonist butaprost (which stimulate), as well as by studies with the antagonists SC-51089 (EP1 specific) and AH 6809 (EP1 and EP2 specific).",AGONIST,[]
"The involvement of EP1 and << EP2 receptors >> is indicated by studies with the EP1 selective agonist 17-phenyl trinor PGE2, and the EP2 selective agonist [[ butaprost ]] (which stimulate), as well as by studies with the antagonists SC-51089 (EP1 specific) and AH 6809 (EP1 and EP2 specific).",AGONIST,[]
"The involvement of EP1 and EP2 receptors is indicated by studies with the EP1 selective agonist 17-phenyl trinor PGE2, and the << EP2 >> selective agonist [[ butaprost ]] (which stimulate), as well as by studies with the antagonists SC-51089 (EP1 specific) and AH 6809 (EP1 and EP2 specific).",AGONIST,[]
"The involvement of << EP1 >> and EP2 receptors is indicated by studies with the EP1 selective agonist 17-phenyl trinor PGE2, and the EP2 selective agonist butaprost (which stimulate), as well as by studies with the antagonists [[ SC-51089 ]] (EP1 specific) and AH 6809 (EP1 and EP2 specific).",AGONIST,[]
"The involvement of EP1 and EP2 receptors is indicated by studies with the << EP1 >> selective agonist 17-phenyl trinor PGE2, and the EP2 selective agonist butaprost (which stimulate), as well as by studies with the antagonists [[ SC-51089 ]] (EP1 specific) and AH 6809 (EP1 and EP2 specific).",AGONIST,[]
"The involvement of EP1 and EP2 receptors is indicated by studies with the EP1 selective agonist 17-phenyl trinor PGE2, and the EP2 selective agonist butaprost (which stimulate), as well as by studies with the antagonists << SC-51089 >> (EP1 specific) and AH 6809 ([[ EP1 ]] and EP2 specific).",AGONIST,[]
"The involvement of << EP1 >> and EP2 receptors is indicated by studies with the EP1 selective agonist 17-phenyl trinor PGE2, and the EP2 selective agonist butaprost (which stimulate), as well as by studies with the antagonists SC-51089 (EP1 specific) and [[ AH 6809 ]] (EP1 and EP2 specific).",AGONIST,[]
"The involvement of EP1 and << EP2 receptors >> is indicated by studies with the EP1 selective agonist 17-phenyl trinor PGE2, and the EP2 selective agonist butaprost (which stimulate), as well as by studies with the antagonists SC-51089 (EP1 specific) and [[ AH 6809 ]] (EP1 and EP2 specific).",AGONIST,[]
"The involvement of EP1 and EP2 receptors is indicated by studies with the << EP1 >> selective agonist 17-phenyl trinor PGE2, and the EP2 selective agonist butaprost (which stimulate), as well as by studies with the antagonists SC-51089 (EP1 specific) and [[ AH 6809 ]] (EP1 and EP2 specific).",AGONIST,[]
"The involvement of EP1 and EP2 receptors is indicated by studies with the EP1 selective agonist 17-phenyl trinor PGE2, and the << EP2 >> selective agonist butaprost (which stimulate), as well as by studies with the antagonists SC-51089 (EP1 specific) and [[ AH 6809 ]] (EP1 and EP2 specific).",AGONIST,[]
"The involvement of EP1 and EP2 receptors is indicated by studies with the EP1 selective agonist 17-phenyl trinor PGE2, and the EP2 selective agonist butaprost (which stimulate), as well as by studies with the antagonists SC-51089 (EP1 specific) and << AH 6809 >> ([[ EP1 ]] and EP2 specific).",ANTAGONIST,[]
"The involvement of EP1 and EP2 receptors is indicated by studies with the EP1 selective agonist 17-phenyl trinor PGE2, and the EP2 selective agonist butaprost (which stimulate), as well as by studies with the antagonists SC-51089 (EP1 specific) and << AH 6809 >> (EP1 and [[ EP2 ]] specific).",ANTAGONIST,[]
"In addition to this evidence (for the involvement of EP2 receptors), evidence for the involvement of EP1 receptors in the << PGE1 >> mediated stimulation of [[ Na,K-ATPase beta ]] subunit gene transcription includes the stimulatory effect of 17-phenyl trinor PGE2, as well as the inhibitory effects of SC-51089.",INDIRECT-UPREGULATOR,[]
"In addition to this evidence (for the involvement of EP2 receptors), evidence for the involvement of EP1 receptors in the PGE1 mediated stimulation of << Na,K-ATPase beta >> subunit gene transcription includes the stimulatory effect of [[ 17-phenyl trinor PGE2 ]], as well as the inhibitory effects of SC-51089.",INDIRECT-UPREGULATOR,[]
"In addition to this evidence (for the involvement of EP2 receptors), evidence for the involvement of EP1 receptors in the PGE1 mediated stimulation of << Na,K-ATPase beta >> subunit gene transcription includes the stimulatory effect of 17-phenyl trinor PGE2, as well as the inhibitory effects of [[ SC-51089 ]].",INDIRECT-DOWNREGULATOR,[]
"Also consistent with the involvement of Gq coupled EP1 receptors, the PGE1 stimulation is inhibited by the PKCI vector (encoding the PKC inhibitory domain), the << PKC >> inhibitor Go 6976, [[ thapsigargin ]], as well as the calmodulin antagonists W7 and W13.",INHIBITOR,[]
"Also consistent with the involvement of Gq coupled EP1 receptors, the PGE1 stimulation is inhibited by the PKCI vector (encoding the PKC inhibitory domain), the << PKC >> inhibitor [[ Go 6976 ]], thapsigargin, as well as the calmodulin antagonists W7 and W13.",INHIBITOR,[]
"Also consistent with the involvement of Gq coupled EP1 receptors, the PGE1 stimulation is inhibited by the PKCI vector (encoding the PKC inhibitory domain), the PKC inhibitor Go 6976, thapsigargin, as well as the << calmodulin >> antagonists [[ W7 ]] and W13.",ANTAGONIST,[]
"Also consistent with the involvement of Gq coupled EP1 receptors, the PGE1 stimulation is inhibited by the PKCI vector (encoding the PKC inhibitory domain), the PKC inhibitor Go 6976, thapsigargin, as well as the << calmodulin >> antagonists W7 and [[ W13 ]].",ANTAGONIST,[]
"Spiro heterocycles as potential inhibitors of << SIRT1 >>: Pd/C-mediated synthesis of novel [[ N-indolylmethyl spiroindoline-3,2'-quinazolines ]].",INHIBITOR,[]
"Novel << N-indolylmethyl substituted spiroindoline-3,2'-quinazolines >> were designed as potential inhibitiors of [[ SIRT1 ]].",INHIBITOR,[]
"Cyclopentenone prostaglandins suppress activation of microglia: down-regulation of << inducible nitric-oxide synthase >> by [[ 15-deoxy-Delta12,14-prostaglandin J2 ]].",DOWNREGULATOR,[]
"<< Cyclopentenone prostaglandins >> suppress activation of microglia: down-regulation of [[ inducible nitric-oxide synthase ]] by 15-deoxy-Delta12,14-prostaglandin J2.",INDIRECT-DOWNREGULATOR,[]
"<< Cyclopentenone prostaglandins >> were potent inhibitors of [[ iNOS ]] induction and were more effective than their precursors, prostaglandins E2 and D2.",INHIBITOR,[]
"Cyclopentenone prostaglandins were potent inhibitors of << iNOS >> induction and were more effective than their precursors, [[ prostaglandins E2 and D2 ]].",INHIBITOR,[]
"In activated microglia, << 15d-PGJ2 >> suppressed iNOS promoter activity, [[ iNOS ]] mRNA, and protein levels.",INDIRECT-DOWNREGULATOR,[]
"In activated microglia, << 15d-PGJ2 >> suppressed [[ iNOS promoter ]] activity, iNOS mRNA, and protein levels.",INHIBITOR,[]
"<< 15d-PGJ2 >> did not block nuclear translocation or DNA-binding activity of the transcription factor NFkappaB, but it did inhibit the activity of an [[ NFkappaB ]] reporter construct, suggesting that the mechanism of suppression of microglial iNOS by 15d-PGJ2 may involve interference with NFkappaB transcriptional activity in the nucleus.",INHIBITOR,[]
"15d-PGJ2 did not block nuclear translocation or DNA-binding activity of the transcription factor NFkappaB, but it did inhibit the activity of an NFkappaB reporter construct, suggesting that the mechanism of suppression of microglial << iNOS >> by [[ 15d-PGJ2 ]] may involve interference with NFkappaB transcriptional activity in the nucleus.",INHIBITOR,[]
"In vitro studies, however, revealed that << EO >> inhibits [[ fibrin ]] clot formation because of the Ca2+-chelating ability of its constituent ethanolamine, although oleate or benzyl alcohol exhibited procoagulant activity in FPA formation in vitro.",INHIBITOR,[]
"The activation may be accelerated by an acute inflammatory process provoked by << oleate >>, which is supported by such clinical manifestations as mild fever, retrosternal pain leukocytosis and an increase in plasma [[ fibrinogen ]] level which was observed in all during the period.",INDIRECT-UPREGULATOR,[]
OBJECTIVE: Celecoxib and << rofecoxib >> are two relatively new nonsteroidal anti-inflammatory drugs (NSAIDs) that selectively inhibit the [[ cyclo-oxygenase-2 ]] (COX-2) isoenzyme at therapeutic concentrations.,INHIBITOR,[]
OBJECTIVE: Celecoxib and << rofecoxib >> are two relatively new nonsteroidal anti-inflammatory drugs (NSAIDs) that selectively inhibit the cyclo-oxygenase-2 ([[ COX-2 ]]) isoenzyme at therapeutic concentrations.,INHIBITOR,[]
OBJECTIVE: << Celecoxib >> and rofecoxib are two relatively new nonsteroidal anti-inflammatory drugs (NSAIDs) that selectively inhibit the [[ cyclo-oxygenase-2 ]] (COX-2) isoenzyme at therapeutic concentrations.,INHIBITOR,[]
OBJECTIVE: << Celecoxib >> and rofecoxib are two relatively new nonsteroidal anti-inflammatory drugs (NSAIDs) that selectively inhibit the cyclo-oxygenase-2 ([[ COX-2 ]]) isoenzyme at therapeutic concentrations.,INHIBITOR,[]
This study was conducted in order to understand the association between acute renal failure and the two << COX-2 >> inhibitors [[ celecoxib ]] and rofecoxib.,INHIBITOR,[]
This study was conducted in order to understand the association between acute renal failure and the two << COX-2 >> inhibitors celecoxib and [[ rofecoxib ]].,INHIBITOR,[]
"<< (+)-Tamsulosin >>, (-)-tamsulosin, SL 89,0591, Rec 15/2739, SNAP 1069 and RS 17053 appeared to act as competitive antagonists of noradrenaline-mediated contractions of rat aorta yielding pA2 affinity estimates which were similar to binding affinities at cloned [[ human alpha 1D adrenoceptors ]].",ANTAGONIST,[]
"(+)-Tamsulosin, << (-)-tamsulosin >>, SL 89,0591, Rec 15/2739, SNAP 1069 and RS 17053 appeared to act as competitive antagonists of noradrenaline-mediated contractions of rat aorta yielding pA2 affinity estimates which were similar to binding affinities at cloned [[ human alpha 1D adrenoceptors ]].",ANTAGONIST,[]
"(+)-Tamsulosin, (-)-tamsulosin, << SL 89,0591 >>, Rec 15/2739, SNAP 1069 and RS 17053 appeared to act as competitive antagonists of noradrenaline-mediated contractions of rat aorta yielding pA2 affinity estimates which were similar to binding affinities at cloned [[ human alpha 1D adrenoceptors ]].",ANTAGONIST,[]
"(+)-Tamsulosin, (-)-tamsulosin, SL 89,0591, << Rec 15/2739 >>, SNAP 1069 and RS 17053 appeared to act as competitive antagonists of noradrenaline-mediated contractions of rat aorta yielding pA2 affinity estimates which were similar to binding affinities at cloned [[ human alpha 1D adrenoceptors ]].",ANTAGONIST,[]
"(+)-Tamsulosin, (-)-tamsulosin, SL 89,0591, Rec 15/2739, << SNAP 1069 >> and RS 17053 appeared to act as competitive antagonists of noradrenaline-mediated contractions of rat aorta yielding pA2 affinity estimates which were similar to binding affinities at cloned [[ human alpha 1D adrenoceptors ]].",ANTAGONIST,[]
"(+)-Tamsulosin, (-)-tamsulosin, SL 89,0591, Rec 15/2739, SNAP 1069 and << RS 17053 >> appeared to act as competitive antagonists of noradrenaline-mediated contractions of rat aorta yielding pA2 affinity estimates which were similar to binding affinities at cloned [[ human alpha 1D adrenoceptors ]].",ANTAGONIST,[]
"The potency of the antipsychotic drug, << risperidone >>, to antagonize alpha 1A-adrenoceptor-mediated contraction in rat vas deferens and vasoconstriction in rat perfused kidney, and [[ alpha 1B-adrenoceptor ]]-mediated contractions in spleen from guinea-pig and mouse was evaluated and compared to that of alpha 1-adrenoceptor subtype-discriminating antagonists.",ANTAGONIST,[]
"The potency of the antipsychotic drug, << risperidone >>, to antagonize alpha 1A-adrenoceptor-mediated contraction in rat vas deferens and vasoconstriction in rat perfused kidney, and alpha 1B-adrenoceptor-mediated contractions in spleen from guinea-pig and mouse was evaluated and compared to that of [[ alpha 1-adrenoceptor ]] subtype-discriminating antagonists.",ANTAGONIST,[]
"The potency of the antipsychotic drug, << risperidone >>, to antagonize [[ alpha 1A-adrenoceptor ]]-mediated contraction in rat vas deferens and vasoconstriction in rat perfused kidney, and alpha 1B-adrenoceptor-mediated contractions in spleen from guinea-pig and mouse was evaluated and compared to that of alpha 1-adrenoceptor subtype-discriminating antagonists.",ANTAGONIST,[]
"In this article, the action of << dasatinib >> (BMS-354825) is contrasted with that of imatinib, a [[ kinase ]] inhibitor that is currently being used to treat chronic myelogenous leukemia and other disorders.",INHIBITOR,[]
"In this article, the action of dasatinib (<< BMS-354825 >>) is contrasted with that of imatinib, a [[ kinase ]] inhibitor that is currently being used to treat chronic myelogenous leukemia and other disorders.",INHIBITOR,[]
"In this article, the action of dasatinib (BMS-354825) is contrasted with that of << imatinib >>, a [[ kinase ]] inhibitor that is currently being used to treat chronic myelogenous leukemia and other disorders.",INHIBITOR,[]
The work of Chen and colleagues shows that << dasatinib >> is a particularly potent inhibitor of [[ PDGFR ]] and that the compound also targets Src kinase.,INHIBITOR,[]
The work of Chen and colleagues shows that << dasatinib >> is a particularly potent inhibitor of PDGFR and that the compound also targets [[ Src kinase ]].,INHIBITOR,[]
"From these data, it is inferred that both the << SERT >> and NET contribute to the active clearance of exogenously applied [[ 5-HT ]] in the dentate gyrus.",SUBSTRATE,[]
"From these data, it is inferred that both the SERT and << NET >> contribute to the active clearance of exogenously applied [[ 5-HT ]] in the dentate gyrus.",SUBSTRATE,[]
"In another experiment, << cyanopindolol >>, an antagonist of the [[ serotonin terminal autoreceptor ]], also prolonged the clearance of 5-HT from the CA3 region.",ANTAGONIST,[]
These and other data have generated a working hypothesis that activation of the terminal serotonin autoreceptor enhances the kinetics of << 5-HT >> uptake through an effect on the [[ serotonin transporter ]].,SUBSTRATE,[]
These and other data have generated a working hypothesis that activation of the terminal << serotonin autoreceptor >> enhances the kinetics of [[ 5-HT ]] uptake through an effect on the serotonin transporter.,SUBSTRATE,[]
"The anti-amnesic effect of minaprine on the cycloheximide-induced memory impairment was also antagonized by a serotonin (5-HT) releaser, p-chloroamphetamine, and by a 5-HT precursor, 5-hydroxytryptophan, whereas a << 5-HT1A >>-selective agonist, [[ 8-hydroxy-2-(di-n-propylamino)tetralin ]], was inactive.",AGONIST,[]
"The memory-improving effect of minaprine on cycloheximide-induced amnesia was potentiated by a selective << 5-HT2 >> antagonist, [[ ritanserin ]].",ANTAGONIST,[]
"Even though the activities of << MAT >> and GNMT were elevated, the concentration of liver S-adenosylmethionine was decreased (24%, p<0.001) and [[ S-adenosylhomocysteine ]] increased (113%, p<0.001) in the dwarf mice.",PRODUCT-OF,[]
"Even though the activities of MAT and << GNMT >> were elevated, the concentration of liver S-adenosylmethionine was decreased (24%, p<0.001) and [[ S-adenosylhomocysteine ]] increased (113%, p<0.001) in the dwarf mice.",PRODUCT-OF,[]
"Even though the activities of << MAT >> and GNMT were elevated, the concentration of liver [[ S-adenosylmethionine ]] was decreased (24%, p<0.001) and S-adenosylhomocysteine increased (113%, p<0.001) in the dwarf mice.",SUBSTRATE,[]
"Even though the activities of MAT and << GNMT >> were elevated, the concentration of liver [[ S-adenosylmethionine ]] was decreased (24%, p<0.001) and S-adenosylhomocysteine increased (113%, p<0.001) in the dwarf mice.",SUBSTRATE,[]
Activation of << alpha 2B-adrenoceptors >> mediates the cardiovascular effects of [[ etomidate ]].,ACTIVATOR,[]
BACKGROUND: The intravenous anesthetic etomidate exhibits structural similarities to specific << alpha2-adrenoceptor >> agonists of the type such as [[ dexmedetomidine ]].,AGONIST,[]
"METHODS: Sedative and cardiovascular responses to etomidate and the alpha2-agonist, << dexmedetomidine >>, were determined in mice deficient in [[ alpha2-receptor ]] subtypes.",AGONIST,[]
Inhibition of binding of the << alpha2-receptor >> antagonist [[ [3H]RX821002 ]] to recombinant alpha2-receptors by etomidate was tested in human embryonic kidney (HEK293) cells in vitro.,ANTAGONIST,[]
Inhibition of binding of the alpha2-receptor antagonist << [3H]RX821002 >> to recombinant [[ alpha2-receptors ]] by etomidate was tested in human embryonic kidney (HEK293) cells in vitro.,ANTAGONIST,[]
"In membranes from HEK293 cells transfected with << alpha2-receptors >>, etomidate inhibited binding of the alpha2-antagonist, [[ [3H]RX821002 ]], with higher potency from alpha2B- and alpha2C-receptors than from alpha2A-receptors (Ki alpha2A 208 microm, alpha2B 26 microm, alpha2C 56 microm).",ANTAGONIST,[]
"In membranes from HEK293 cells transfected with alpha2-receptors, etomidate inhibited binding of the alpha2-antagonist, << [3H]RX821002 >>, with higher potency from alpha2B- and alpha2C-receptors than from [[ alpha2A-receptors ]] (Ki alpha2A 208 microm, alpha2B 26 microm, alpha2C 56 microm).",ANTAGONIST,[]
"In alpha2B-receptor-expressing HEK293 cells, << etomidate >> rapidly increased phosphorylation of the [[ extracellular signal-related kinases ]] ERK1/2.",ACTIVATOR,[]
"In alpha2B-receptor-expressing HEK293 cells, << etomidate >> rapidly increased phosphorylation of the extracellular signal-related kinases [[ ERK1/2 ]].",ACTIVATOR,[]
